F2 | F2-PC-05 | HEARTBEAT OK
F4 | F4-SW-01 | PACKETS RX 774
F4 | F4-SW-02 | SYNC OK
F5 | F5-CORE-SW | SYNC OK
F3 | F3-FILE-03 | LOGIN FAIL user=staff
F4 | F4-PC-03 | LOGIN OK user=reception
F3 | F3-PC-10 | FILE READ
F5 | F5-APP | FILE WRITE
F2 | F2-PRINTER-01 | DNS OK
F2 | F2-PC-08 | ACCESS OK
F1 | F1-CAM-03 | LOGIN FAIL user=admin
F2 | F2-PC-04 | AUTH FAIL user=admin
F2 | F2-PC-01 | SESSION ACTIVE
F3 | F3-PC-08 | LOGIN OK user=dev
F2 | F2-PC-09 | FILE WRITE
F2 | F2-PC-02 | SYNC OK
F4 | F4-SW-02 | DEVICE IDLE
F1 | F1-BADGE | FILE WRITE
F1 | F1-CAM-03 | FILE READ
F5 | F5-APP | DEVICE IDLE
F3 | F3-PC-04 | FILE READ
F2 | F2-PC-01 | DEVICE IDLE
F3 | F3-PC-02 | HEARTBEAT OK
F3 | F3-CLOUD | AUTH FAIL user=admin
F2 | F2-PC-09 | FLOW NORMAL -> F1-CAM-01
F3 | F3-PC-10 | LOGIN FAIL user=staff
F5 | F5-BADGE | LOGIN OK user=dev
F1 | F1-KIOSK | AUTH OK user=guest
F3 | F3-PC-06 | DNS OK
F2 | F2-PC-10 | FILE WRITE
F2 | F2-PC-05 | PACKETS RX 247
F3 | F3-FILE-02 | AUTH FAIL user=guest
F3 | F3-PC-04 | FILE WRITE
F4 | F4-CLOUD-01 | AUTH OK user=guest
F5 | F5-HR | HEARTBEAT OK
F5 | F5-BACKUP | SYNC OK
F2 | F2-PC-09 | PACKETS RX 443
F1 | F1-KIOSK | DEVICE IDLE
F3 | F3-PC-04 | FILE WRITE
F2 | F2-PRINTER-04 | AUTH OK user=dev
F4 | F4-PC-02 | AUTH OK user=dev
F5 | F5-FIREWALL | HEARTBEAT OK
F4 | F4-PC-05 | LOGIN FAIL user=guest
F4 | F4-PC-05 | DEVICE IDLE
F3 | F3-PC-06 | HEARTBEAT OK
F4 | F4-PC-01 | AUTH OK user=admin
F3 | F3-PC-04 | AUTH FAIL user=dev
F3 | F3-PRINTER-02 | FLOW NORMAL -> F1-CAM-02
F4 | F4-PC-01 | PACKETS TX 837
F2 | F2-PRINTER-03 | LOGIN OK user=reception
F2 | F2-PRINTER-04 | FLOW NORMAL -> F1-WIFI
F4 | F4-CLOUD-01 | LINK ACTIVE -> F3-FILE-01
F2 | F2-WIFI | LINK ACTIVE -> F2-WIFI
F1 | F1-CAM-02 | PACKETS TX 321
F5 | F5-BACKUP | FILE READ
F5 | F5-FIREWALL | LOGIN FAIL user=admin
F1 | F1-CAM-01 | DNS OK
F3 | F3-PC-10 | DEVICE IDLE
F1 | F1-CAM-03 | PACKETS TX 283
F2 | F2-PC-06 | DEVICE IDLE
F4 | F4-FILE-02 | FILE READ
F4 | F4-SW-01 | FILE READ
F3 | F3-SWITCH | SESSION ACTIVE
F5 | F5-HR | LOGIN FAIL user=admin
F5 | F5-AUDIT | ACCESS OK
F2 | F2-PC-01 | FILE WRITE
F2 | F2-PC-01 | FILE WRITE
F2 | F2-PRINTER-04 | PACKETS RX 332
F2 | F2-PC-04 | AUTH OK user=admin
F3 | F3-FILE-01 | PACKETS RX 460
F4 | F4-FILE-01 | SESSION ACTIVE
F4 | F4-SW-01 | DEVICE IDLE
F4 | F4-SW-02 | LINK ACTIVE -> F4-PC-01
F4 | F4-FILE-02 | ACCESS OK
F1 | F1-CAM-04 | AUTH OK user=reception
F4 | F4-PC-02 | SESSION ACTIVE
F1 | F1-BADGE | FLOW NORMAL -> F4-SW-01
F1 | F1-CAM-01 | FLOW NORMAL -> F1-WIFI
F3 | F3-PC-04 | DEVICE IDLE
F4 | F4-PC-02 | FILE READ
F1 | F1-CAM-01 | FLOW NORMAL -> F4-SW-02
F4 | F4-PC-03 | DEVICE IDLE
F4 | F4-SW-01 | AUTH OK user=dev
F2 | F2-PC-08 | DEVICE IDLE
F4 | F4-PC-06 | PACKETS TX 669
F3 | F3-PC-09 | SYNC OK
F2 | F2-PC-05 | HEARTBEAT OK
F2 | F2-PRINTER-04 | LOGIN FAIL user=dev
F4 | F4-PC-05 | AUTH FAIL user=admin
F3 | F3-PC-07 | LOGIN OK user=staff
F3 | F3-PC-10 | LOGIN FAIL user=staff
F2 | F2-PC-06 | FLOW NORMAL -> F2-BADGE
F4 | F4-SW-02 | SESSION ACTIVE
F4 | F4-SW-01 | AUTH OK user=admin
F4 | F4-BADGE | AUTH OK user=dev
F5 | F5-FIREWALL | PACKETS RX 311
F2 | F2-PRINTER-01 | SESSION ACTIVE
F4 | F4-PC-02 | SYNC OK
F2 | F2-PC-06 | DNS OK
F2 | F2-PC-08 | SYNC OK
F5 | F5-HR | HEARTBEAT OK
F4 | F4-PC-02 | DEVICE IDLE
F4 | F4-CLOUD-02 | FLOW NORMAL -> F2-PC-02
F1 | F1-WIFI | PACKETS RX 411
F5 | F5-FINANCE | FILE WRITE
F4 | F4-DEV-02 | AUTH OK user=staff
F3 | F3-CLOUD | AUTH OK user=reception
F4 | F4-CLOUD-02 | DEVICE IDLE
F2 | F2-PC-07 | SESSION ACTIVE
F2 | F2-PC-07 | FILE WRITE
F5 | F5-APP | LINK ACTIVE -> F2-PC-06
F5 | F5-AUDIT | FLOW NORMAL -> F3-FILE-02
F2 | F2-PRINTER-02 | SESSION ACTIVE
F3 | F3-PRINTER-01 | SYNC OK
F4 | F4-BADGE | PACKETS RX 870
F2 | F2-PC-01 | ACCESS OK
F2 | F2-WIFI | ACCESS OK
F2 | F2-PC-07 | PACKETS RX 633
F5 | F5-CORE-SW | AUTH OK user=dev
F2 | F2-PRINTER-02 | FLOW NORMAL -> F2-PRINTER-02
F3 | F3-SWITCH | LINK ACTIVE -> F1-BADGE
F2 | F2-PC-01 | LINK ACTIVE -> F3-PC-07
F3 | F3-BADGE | FILE WRITE
F1 | F1-BADGE | LOGIN FAIL user=dev
F3 | F3-FILE-01 | PACKETS RX 498
F3 | F3-PC-05 | FILE READ
F3 | F3-FILE-02 | LOGIN OK user=guest
F1 | F1-CAM-04 | SESSION ACTIVE
F4 | F4-SW-01 | FILE WRITE
F5 | F5-FINANCE | LOGIN OK user=staff
F3 | F3-SWITCH | FLOW NORMAL -> F3-CLOUD
F3 | F3-CLOUD | DEVICE IDLE
F4 | F4-DEV-01 | FLOW NORMAL -> F4-PC-03
F5 | F5-BACKUP | AUTH FAIL user=admin
F3 | F3-PC-04 | LOGIN OK user=guest
F3 | F3-PC-08 | LOGIN OK user=staff
F2 | F2-PC-09 | AUTH FAIL user=guest
F3 | F3-FILE-01 | FILE READ
F4 | F4-DEV-03 | SYNC OK
F2 | F2-PRINTER-01 | PACKETS TX 595
F3 | F3-CLOUD | DNS OK
F2 | F2-PRINTER-01 | LOGIN FAIL user=dev
F4 | F4-CLOUD-02 | LOGIN FAIL user=admin
F5 | F5-HR | HEARTBEAT OK
F2 | F2-PC-02 | FILE READ
F5 | F5-APP | LOGIN OK user=staff
F3 | F3-PC-01 | DEVICE IDLE
F1 | F1-CAM-03 | LINK ACTIVE -> F3-PC-10
F5 | F5-HR | LOGIN FAIL user=admin
F5 | F5-CORE-SW | HEARTBEAT OK
F2 | F2-PC-04 | FILE WRITE
F2 | F2-PC-08 | ACCESS OK
F4 | F4-PC-02 | FILE READ
F4 | F4-PC-02 | LINK ACTIVE -> F4-DEV-01
F1 | F1-CAM-03 | DNS OK
F4 | F4-PC-02 | PACKETS RX 79
F4 | F4-PC-05 | LOGIN OK user=dev
F3 | F3-PC-09 | AUTH FAIL user=staff
F2 | F2-PC-03 | FILE READ
F4 | F4-PC-03 | PACKETS TX 575
F4 | F4-PC-02 | FLOW NORMAL -> F2-WIFI
F5 | F5-BACKUP | FILE READ
F5 | F5-APP | LINK ACTIVE -> F1-CAM-02
F1 | F1-CAM-01 | FLOW NORMAL -> F3-PRINTER-02
F5 | F5-BADGE | LOGIN OK user=staff
F5 | F5-BACKUP | FLOW NORMAL -> F3-PRINTER-01
F3 | F3-CLOUD | SESSION ACTIVE
F4 | F4-PC-06 | PACKETS RX 611
F3 | F3-SWITCH | LOGIN FAIL user=dev
F3 | F3-FILE-02 | LOGIN FAIL user=guest
F4 | F4-PC-03 | PACKETS TX 693
F2 | F2-PC-05 | FILE WRITE
F3 | F3-FILE-03 | HEARTBEAT OK
F5 | F5-BADGE | ACCESS OK
F3 | F3-PC-03 | LINK ACTIVE -> F5-FINANCE
F2 | F2-PRINTER-02 | FILE READ
F2 | F2-PC-09 | SYNC OK
F1 | F1-CAM-01 | AUTH FAIL user=staff
F1 | F1-RECEPTION-02 | LOGIN OK user=admin
F4 | F4-DEV-03 | FLOW NORMAL -> F4-DEV-02
F3 | F3-BADGE | FILE WRITE
F5 | F5-APP | LOGIN FAIL user=guest
F2 | F2-PC-08 | DNS OK
F3 | F3-PRINTER-01 | LOGIN FAIL user=dev
F4 | F4-PC-04 | PACKETS TX 181
F4 | F4-CLOUD-01 | PACKETS TX 563
F4 | F4-PC-01 | ACCESS OK
F5 | F5-FINANCE | DNS OK
F3 | F3-PC-05 | ACCESS OK
F3 | F3-FILE-02 | SYNC OK
F3 | F3-FILE-02 | PACKETS RX 725
F3 | F3-BADGE | LOGIN FAIL user=admin
F5 | F5-FINANCE | DEVICE IDLE
F3 | F3-PC-09 | PACKETS RX 128
F5 | F5-FIREWALL | FILE READ
F4 | F4-PC-06 | DEVICE IDLE
F2 | F2-PC-09 | PACKETS RX 47
F3 | F3-PC-10 | AUTH OK user=admin
F4 | F4-SW-01 | ACCESS OK
F5 | F5-FINANCE | DNS OK
F2 | F2-WIFI | ACCESS OK
F3 | F3-PC-08 | FLOW NORMAL -> F2-PC-04
F3 | F3-PC-04 | SYNC OK
F1 | F1-CAM-03 | SYNC OK
F3 | F3-PC-03 | LINK ACTIVE -> F2-PC-03
F4 | F4-DEV-02 | PACKETS TX 738
F5 | F5-BADGE | AUTH FAIL user=staff
F1 | F1-KIOSK | SESSION ACTIVE
F4 | F4-DEV-02 | LOGIN FAIL user=reception
F2 | F2-WIFI | PACKETS RX 332
F3 | F3-PC-10 | LINK ACTIVE -> F2-PC-02
F3 | F3-PC-03 | LINK ACTIVE -> F2-PRINTER-03
F4 | F4-DEV-03 | SESSION ACTIVE
F1 | F1-CAM-01 | FILE READ
F5 | F5-HR | SESSION ACTIVE
F3 | F3-FILE-01 | LINK ACTIVE -> F1-RECEPTION-01
F3 | F3-FILE-02 | AUTH FAIL user=admin
F3 | F3-PC-10 | LOGIN OK user=dev
F5 | F5-DOMAIN | LOGIN FAIL user=staff
F5 | F5-APP | LOGIN OK user=admin
F2 | F2-SWITCH | AUTH FAIL user=admin
F2 | F2-PRINTER-01 | LOGIN OK user=admin
F2 | F2-PRINTER-04 | HEARTBEAT OK
F3 | F3-SWITCH | PACKETS RX 585
F2 | F2-SWITCH | SESSION ACTIVE
F4 | F4-DEV-01 | FILE WRITE
F5 | F5-BACKUP | PACKETS TX 92
F4 | F4-DEV-01 | AUTH FAIL user=staff
F2 | F2-PC-08 | LOGIN FAIL user=admin
F3 | F3-PC-05 | HEARTBEAT OK
F3 | F3-PC-07 | FILE READ
F3 | F3-PC-04 | LOGIN OK user=admin
F3 | F3-PRINTER-02 | PACKETS RX 600
F1 | F1-RECEPTION-01 | ACCESS OK
F4 | F4-PC-02 | SYNC OK
F1 | F1-CAM-04 | AUTH FAIL user=reception
F3 | F3-FILE-03 | SESSION ACTIVE
F4 | F4-DEV-01 | PACKETS RX 710
F2 | F2-PC-06 | PACKETS RX 380
F3 | F3-PC-02 | SYNC OK
F2 | F2-PC-08 | LOGIN FAIL user=staff
F4 | F4-CLOUD-01 | DEVICE IDLE
F4 | F4-DEV-03 | LOGIN FAIL user=dev
F3 | F3-PC-01 | SYNC OK
F2 | F2-PC-01 | LOGIN OK user=dev
F4 | F4-PC-02 | AUTH OK user=dev
F2 | F2-PC-05 | LINK ACTIVE -> F5-APP
F2 | F2-WIFI | FLOW NORMAL -> F2-PRINTER-02
F3 | F3-PRINTER-01 | LOGIN OK user=guest
F3 | F3-BADGE | LOGIN FAIL user=guest
F5 | F5-BACKUP | LOGIN OK user=guest
F4 | F4-CLOUD-01 | FLOW NORMAL -> F5-BACKUP
F4 | F4-DEV-03 | LOGIN OK user=dev
F1 | F1-CAM-04 | LOGIN OK user=admin
F1 | F1-RECEPTION-02 | FILE READ
F3 | F3-PC-06 | HEARTBEAT OK
F3 | F3-PC-01 | AUTH OK user=guest
F4 | F4-FILE-01 | DEVICE IDLE
F1 | F1-WIFI | LINK ACTIVE -> F1-WIFI
F5 | F5-BADGE | LINK ACTIVE -> F3-PC-10
F4 | F4-DEV-02 | SESSION ACTIVE
F2 | F2-PC-08 | FILE WRITE
F4 | F4-PC-03 | FILE READ
F4 | F4-SW-02 | FILE READ
F4 | F4-PC-04 | AUTH OK user=dev
F2 | F2-PC-08 | DEVICE IDLE
F2 | F2-PC-06 | SESSION ACTIVE
F5 | F5-CORE-SW | FILE READ
F5 | F5-DOMAIN | FLOW NORMAL -> F3-PC-02
F1 | F1-KIOSK | HEARTBEAT OK
F3 | F3-FILE-02 | LOGIN OK user=dev
F4 | F4-FILE-01 | FILE READ
F3 | F3-PC-03 | SYNC OK
F4 | F4-CLOUD-01 | DEVICE IDLE
F2 | F2-PC-10 | ACCESS OK
F2 | F2-SWITCH | AUTH FAIL user=guest
F4 | F4-DEV-03 | HEARTBEAT OK
F3 | F3-PC-04 | DNS OK
F1 | F1-WIFI | AUTH FAIL user=dev
F1 | F1-CAM-01 | LOGIN OK user=dev
F1 | F1-CAM-03 | SYNC OK
F1 | F1-CAM-02 | FILE READ
F4 | F4-SW-01 | SYNC OK
F5 | F5-FIREWALL | DNS OK
F1 | F1-CAM-04 | FLOW NORMAL -> F5-APP
F3 | F3-FILE-01 | SYNC OK
F3 | F3-CLOUD | PACKETS TX 246
F3 | F3-FILE-02 | FLOW NORMAL -> F5-AUDIT
F3 | F3-PC-02 | FILE WRITE
F3 | F3-FILE-02 | ACCESS OK
F1 | F1-CAM-04 | SESSION ACTIVE
F4 | F4-FILE-01 | LOGIN FAIL user=guest
F4 | F4-BADGE | FILE READ
F5 | F5-DOMAIN | PACKETS TX 717
F4 | F4-DEV-03 | FILE WRITE
F2 | F2-PC-10 | PACKETS RX 389
F2 | F2-PRINTER-04 | LOGIN FAIL user=staff
F3 | F3-PC-02 | PACKETS RX 882
F2 | F2-PC-09 | LOGIN OK user=guest
F4 | F4-DEV-02 | FILE WRITE
F5 | F5-DOMAIN | FLOW NORMAL -> F4-PC-05
F3 | F3-PC-05 | ACCESS OK
F3 | F3-BADGE | PACKETS TX 666
F2 | F2-PC-01 | LOGIN OK user=admin
F2 | F2-PC-02 | DNS OK
F1 | F1-CAM-03 | ACCESS OK
F4 | F4-PC-04 | LINK ACTIVE -> F2-BADGE
F2 | F2-SWITCH | DNS OK
F5 | F5-FINANCE | DNS OK
F3 | F3-PRINTER-02 | PACKETS RX 19
F3 | F3-PC-01 | DNS OK
F2 | F2-PC-06 | LOGIN FAIL user=staff
F3 | F3-BADGE | FILE READ
F3 | F3-PC-04 | PACKETS TX 798
F3 | F3-PC-10 | FILE READ
F4 | F4-CLOUD-02 | DEVICE IDLE
F3 | F3-FILE-03 | ACCESS OK
F4 | F4-PC-02 | LOGIN FAIL user=reception
F2 | F2-PC-03 | LOGIN FAIL user=admin
F3 | F3-BADGE | DEVICE IDLE
F3 | F3-CLOUD | FILE WRITE
F1 | F1-CAM-02 | SYNC OK
F2 | F2-PC-09 | HEARTBEAT OK
F3 | F3-PC-07 | FILE WRITE
F3 | F3-FILE-01 | FLOW NORMAL -> F2-WIFI
F3 | F3-PRINTER-02 | SYNC OK
F4 | F4-PC-04 | SYNC OK
F5 | F5-HR | PACKETS TX 267
F5 | F5-FILE | LOGIN FAIL user=reception
F2 | F2-PRINTER-02 | DEVICE IDLE
F2 | F2-PRINTER-02 | FLOW NORMAL -> F5-FIREWALL
F5 | F5-FILE | SESSION ACTIVE
F5 | F5-FIREWALL | LINK ACTIVE -> F5-DOMAIN
F1 | F1-CAM-01 | AUTH OK user=guest
F1 | F1-KIOSK | FILE WRITE
F2 | F2-PC-08 | SYNC OK
F1 | F1-WIFI | FLOW NORMAL -> F1-RECEPTION-01
F3 | F3-PC-01 | LOGIN OK user=admin
F1 | F1-CAM-04 | LOGIN FAIL user=reception
F1 | F1-RECEPTION-02 | HEARTBEAT OK
F5 | F5-CORE-SW | FILE WRITE
F1 | F1-RECEPTION-01 | HEARTBEAT OK
F5 | F5-DOMAIN | ACCESS OK
F5 | F5-CORE-SW | PACKETS RX 21
F5 | F5-APP | FILE WRITE
F2 | F2-PRINTER-03 | AUTH FAIL user=guest
F5 | F5-DOMAIN | FLOW NORMAL -> F3-PC-04
F2 | F2-SWITCH | ACCESS OK
F4 | F4-PC-01 | ACCESS OK
F4 | F4-PC-06 | AUTH OK user=admin
F4 | F4-DEV-01 | LOGIN OK user=dev
F3 | F3-PC-05 | SYNC OK
F3 | F3-FILE-02 | AUTH OK user=guest
F2 | F2-PC-02 | FILE READ
F4 | F4-PC-04 | FILE READ
F5 | F5-BADGE | LINK ACTIVE -> F1-RECEPTION-01
F2 | F2-PRINTER-02 | AUTH OK user=reception
F4 | F4-FILE-02 | PACKETS TX 583
F2 | F2-PC-03 | LINK ACTIVE -> F3-PC-03
F3 | F3-PC-01 | LOGIN FAIL user=admin
F1 | F1-CAM-02 | AUTH OK user=admin
F5 | F5-FIREWALL | LINK ACTIVE -> F2-PRINTER-03
F3 | F3-CLOUD | HEARTBEAT OK
F3 | F3-BADGE | FLOW NORMAL -> F4-PC-06
F2 | F2-BADGE | PACKETS RX 170
F3 | F3-PC-04 | FILE READ
F5 | F5-FIREWALL | PACKETS TX 397
F2 | F2-PC-08 | AUTH OK user=dev
F4 | F4-BADGE | LINK ACTIVE -> F2-PC-03
F4 | F4-FILE-02 | SYNC OK
F2 | F2-BADGE | PACKETS TX 623
F4 | F4-PC-06 | PACKETS TX 34
F3 | F3-PC-08 | LOGIN OK user=reception
F3 | F3-PC-03 | DEVICE IDLE
F4 | F4-PC-04 | FILE WRITE
F2 | F2-PRINTER-04 | FILE READ
F2 | F2-PC-01 | PACKETS RX 821
F3 | F3-PC-05 | AUTH OK user=guest
F3 | F3-PC-08 | FLOW NORMAL -> F4-PC-04
F2 | F2-PC-10 | FILE READ
F3 | F3-CLOUD | DEVICE IDLE
F2 | F2-PC-04 | AUTH OK user=guest
F3 | F3-FILE-03 | LOGIN OK user=admin
F3 | F3-PC-08 | AUTH FAIL user=staff
F2 | F2-PC-02 | SESSION ACTIVE
F4 | F4-FILE-02 | LOGIN OK user=dev
F5 | F5-BACKUP | FILE WRITE
F2 | F2-PC-04 | HEARTBEAT OK
F2 | F2-PC-02 | DEVICE IDLE
F2 | F2-PC-02 | PACKETS TX 888
F4 | F4-PC-05 | HEARTBEAT OK
F3 | F3-FILE-01 | FILE WRITE
F4 | F4-PC-05 | AUTH OK user=dev
F3 | F3-PC-05 | SESSION ACTIVE
F4 | F4-PC-04 | SESSION ACTIVE
F2 | F2-PC-08 | ACCESS OK
F3 | F3-FILE-02 | ACCESS OK
F5 | F5-HR | FLOW NORMAL -> F1-WIFI
F2 | F2-PRINTER-02 | FILE WRITE
F3 | F3-PC-09 | FILE WRITE
F3 | F3-FILE-02 | LOGIN FAIL user=guest
F4 | F4-PC-02 | ACCESS OK
F3 | F3-PC-05 | LOGIN FAIL user=dev
F2 | F2-WIFI | LOGIN OK user=guest
F2 | F2-PC-08 | PACKETS RX 10
F4 | F4-PC-06 | PACKETS TX 865
F4 | F4-PC-04 | PACKETS TX 454
F3 | F3-PRINTER-02 | FILE WRITE
F2 | F2-PC-08 | PACKETS RX 332
F2 | F2-WIFI | LOGIN FAIL user=admin
F2 | F2-PRINTER-03 | FILE READ
F3 | F3-CLOUD | PACKETS RX 756
F5 | F5-FILE | SYNC OK
F3 | F3-PRINTER-01 | FILE READ
F3 | F3-PC-09 | FILE READ
F4 | F4-PC-02 | AUTH FAIL user=dev
F2 | F2-WIFI | SESSION ACTIVE
F1 | F1-BADGE | LOGIN OK user=staff
F4 | F4-SW-01 | PACKETS RX 855
F1 | F1-WIFI | FILE WRITE
F5 | F5-HR | FLOW NORMAL -> F3-FILE-02
F3 | F3-PC-04 | ACCESS OK
F2 | F2-PC-10 | FILE WRITE
F4 | F4-PC-04 | AUTH OK user=reception
F5 | F5-FINANCE | FILE READ
F5 | F5-CORE-SW | FILE WRITE
F5 | F5-FIREWALL | LINK ACTIVE -> F4-PC-02
F5 | F5-CORE-SW | AUTH OK user=guest
F3 | F3-PC-05 | DEVICE IDLE
F2 | F2-PRINTER-02 | LINK ACTIVE -> F4-DEV-01
F3 | F3-PRINTER-02 | FILE WRITE
F2 | F2-PC-04 | HEARTBEAT OK
F2 | F2-PC-03 | ACCESS OK
F3 | F3-PC-02 | SYNC OK
F4 | F4-SW-02 | DEVICE IDLE
F4 | F4-PC-06 | LOGIN OK user=dev
F5 | F5-APP | FLOW NORMAL -> F4-BADGE
F1 | F1-BADGE | LOGIN FAIL user=guest
F3 | F3-FILE-01 | FILE WRITE
F2 | F2-PC-01 | AUTH FAIL user=staff
F4 | F4-BADGE | PACKETS RX 355
F4 | F4-CLOUD-01 | DNS OK
F5 | F5-AUDIT | LOGIN FAIL user=admin
F5 | F5-BADGE | AUTH FAIL user=reception
F4 | F4-SW-02 | PACKETS TX 72
F3 | F3-FILE-02 | LINK ACTIVE -> F2-PC-05
F1 | F1-RECEPTION-02 | PACKETS TX 667
F2 | F2-PC-04 | SESSION ACTIVE
F3 | F3-PC-05 | SESSION ACTIVE
F2 | F2-PRINTER-01 | PACKETS TX 577
F4 | F4-FILE-01 | LOGIN OK user=staff
F4 | F4-DEV-01 | SESSION ACTIVE
F2 | F2-PRINTER-04 | FILE WRITE
F4 | F4-PC-06 | HEARTBEAT OK
F2 | F2-WIFI | LOGIN OK user=dev
F4 | F4-FILE-01 | FILE READ
F1 | F1-KIOSK | DNS OK
F3 | F3-BADGE | ACCESS OK
F1 | F1-WIFI | AUTH FAIL user=dev
F2 | F2-PRINTER-04 | DEVICE IDLE
F3 | F3-PRINTER-01 | DNS OK
F4 | F4-CLOUD-01 | AUTH FAIL user=admin
F5 | F5-FILE | PACKETS TX 615
F4 | F4-PC-05 | FILE READ
F2 | F2-PC-05 | DEVICE IDLE
F4 | F4-PC-01 | LOGIN OK user=dev
F2 | F2-PRINTER-03 | PACKETS RX 633
F2 | F2-PC-01 | FLOW NORMAL -> F3-CLOUD
F2 | F2-PC-06 | SYNC OK
F3 | F3-FILE-03 | AUTH FAIL user=staff
F4 | F4-PC-03 | FLOW NORMAL -> F5-BACKUP
F4 | F4-PC-05 | FILE WRITE
F2 | F2-PC-08 | FILE READ
F4 | F4-FILE-01 | SESSION ACTIVE
F5 | F5-FILE | SESSION ACTIVE
F2 | F2-PRINTER-02 | LOGIN FAIL user=admin
F2 | F2-PC-08 | SESSION ACTIVE
F3 | F3-CLOUD | LOGIN OK user=dev
F1 | F1-CAM-03 | DEVICE IDLE
F1 | F1-RECEPTION-01 | LOGIN FAIL user=staff
F2 | F2-SWITCH | FILE READ
F5 | F5-APP | LOGIN FAIL user=reception
F5 | F5-FILE | FILE WRITE
F4 | F4-SW-01 | LOGIN FAIL user=staff
F2 | F2-PC-01 | HEARTBEAT OK
F3 | F3-PC-02 | PACKETS RX 37
F3 | F3-PC-09 | SYNC OK
F5 | F5-CORE-SW | PACKETS RX 176
F4 | F4-CLOUD-01 | LOGIN FAIL user=dev
F5 | F5-BACKUP | AUTH FAIL user=dev
F2 | F2-PC-05 | ACCESS OK
F5 | F5-FIREWALL | DEVICE IDLE
F5 | F5-FIREWALL | LINK ACTIVE -> F4-SW-01
F5 | F5-FIREWALL | DNS OK
F4 | F4-FILE-01 | AUTH FAIL user=staff
F3 | F3-FILE-02 | LINK ACTIVE -> F4-SW-02
F3 | F3-PC-07 | DEVICE IDLE
F2 | F2-PC-02 | LOGIN OK user=guest
F3 | F3-PC-04 | DNS OK
F4 | F4-BADGE | FILE WRITE
F2 | F2-PRINTER-02 | FLOW NORMAL -> F3-BADGE
F3 | F3-BADGE | LINK ACTIVE -> F4-BADGE
F5 | F5-CORE-SW | ACCESS OK
F5 | F5-CORE-SW | SESSION ACTIVE
F3 | F3-PRINTER-01 | PACKETS RX 300
F3 | F3-PC-08 | AUTH FAIL user=staff
F4 | F4-DEV-02 | LINK ACTIVE -> F3-PC-09
F2 | F2-PC-07 | FLOW NORMAL -> F3-PC-05
F2 | F2-PC-09 | PACKETS TX 852
F3 | F3-PC-05 | FILE READ
F5 | F5-FILE | FLOW NORMAL -> F3-PC-08
F4 | F4-DEV-03 | FILE READ
F4 | F4-SW-02 | AUTH OK user=guest
F4 | F4-DEV-01 | ACCESS OK
F4 | F4-PC-03 | LOGIN OK user=reception
F3 | F3-PRINTER-01 | HEARTBEAT OK
F2 | F2-PC-02 | LOGIN OK user=admin
F1 | F1-WIFI | FILE READ
F3 | F3-PC-01 | FILE WRITE
F3 | F3-PC-01 | LOGIN FAIL user=admin
F3 | F3-PRINTER-01 | PACKETS RX 349
F2 | F2-PC-07 | LOGIN FAIL user=admin
F1 | F1-CAM-03 | LINK ACTIVE -> F2-PC-03
F4 | F4-CLOUD-01 | HEARTBEAT OK
F2 | F2-PC-06 | SESSION ACTIVE
F4 | F4-SW-01 | LOGIN OK user=guest
F4 | F4-FILE-01 | DNS OK
F2 | F2-PC-07 | PACKETS RX 166
F3 | F3-PC-09 | AUTH OK user=admin
F3 | F3-PC-06 | AUTH OK user=admin
F2 | F2-PRINTER-02 | LINK ACTIVE -> F4-PC-06
F3 | F3-FILE-03 | SYNC OK
F4 | F4-FILE-01 | AUTH OK user=guest
F1 | F1-KIOSK | DNS OK
F5 | F5-FINANCE | AUTH OK user=staff
F3 | F3-PC-02 | LOGIN OK user=guest
F1 | F1-RECEPTION-01 | PACKETS TX 840
F2 | F2-PC-06 | FILE WRITE
F2 | F2-PC-07 | LOGIN FAIL user=guest
F3 | F3-PC-03 | FILE READ
F2 | F2-PC-02 | AUTH FAIL user=guest
F3 | F3-CLOUD | DEVICE IDLE
F3 | F3-FILE-02 | FLOW NORMAL -> F4-PC-04
F2 | F2-PC-08 | FLOW NORMAL -> F1-WIFI
F5 | F5-DOMAIN | HEARTBEAT OK
F2 | F2-PRINTER-02 | LOGIN OK user=admin
F3 | F3-PC-01 | FLOW NORMAL -> F4-DEV-02
F4 | F4-SW-01 | DNS OK
F2 | F2-PC-02 | AUTH FAIL user=staff
F2 | F2-PC-06 | FILE READ
F4 | F4-BADGE | FILE WRITE
F3 | F3-CLOUD | FLOW NORMAL -> F3-PC-05
F3 | F3-PC-09 | AUTH OK user=staff
F3 | F3-PC-10 | HEARTBEAT OK
F3 | F3-FILE-02 | DNS OK
F5 | F5-AUDIT | DNS OK
F4 | F4-PC-06 | PACKETS RX 665
F1 | F1-CAM-03 | SYNC OK
F5 | F5-HR | FILE READ
F2 | F2-PC-05 | SYNC OK
F5 | F5-HR | AUTH OK user=dev
F1 | F1-RECEPTION-01 | DEVICE IDLE
F3 | F3-CLOUD | FLOW NORMAL -> F4-PC-05
F4 | F4-DEV-03 | DEVICE IDLE
F5 | F5-FIREWALL | SESSION ACTIVE
F5 | F5-BADGE | AUTH OK user=guest
F1 | F1-WIFI | HEARTBEAT OK
F3 | F3-PC-07 | DNS OK
F1 | F1-CAM-02 | LINK ACTIVE -> F4-PC-06
F5 | F5-APP | PACKETS RX 647
F5 | F5-APP | FILE WRITE
